"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @onherdafrica: <U+26A1>RT!
<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Best Pick: \"Corazon\" by @MaitreGIMS ft @LilTunechi x @FrencHMonTanA
•
#onherd #music #Corazon #MaitreGIMS #LilWayne…",FALSE,0,,2018-07-10 17:52:22,FALSE,,"1016741937796263937",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TredTsogang",95,TRUE,FALSE,,
"#nytimes #KingJames #BrunoMars #instagram #narendramodi #CNN #MileyCyrus #NiallOfficial #neymarjr #Drake… https://t.co/DA7PHROaxM",FALSE,0,,2018-07-10 00:45:51,TRUE,,"1016483604539424768",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","vestelshirley",0,FALSE,FALSE,,
"RT @vestelshirley: #nytimes #KingJames #BrunoMars #instagram #narendramodi #CNN #MileyCyrus #NiallOfficial #neymarjr #Drake #BBCBreaking #S…",FALSE,0,,2018-07-09 22:38:28,FALSE,,"1016451549902594049",,"<a href=\"http://IwEbIsodE.com\" rel=\"nofollow\">IwEbIsodE</a>","IwEbIsodE",1,TRUE,FALSE,,
"#nytimes #KingJames #BrunoMars #instagram #narendramodi #CNN #MileyCyrus #NiallOfficial #neymarjr #Drake… https://t.co/vSVl1gl3Vu",FALSE,0,,2018-07-09 22:33:24,TRUE,,"1016450274699988994",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","vestelshirley",1,FALSE,FALSE,,
"That @liltunechi #remix of ViZine was wayyyyy too cold <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7> what's y'all favorite weezy track ? <ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0082><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>
 #kaycrazy… https://t.co/CMAJI6H9oR",FALSE,2,,2018-07-09 21:52:59,TRUE,,"1016440099976962049",,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","khalilkcrazy",0,FALSE,FALSE,,
"RT @JMLClothingline: WE TOLD YOU COMING SOON!!!!!
Available on https://t.co/PfNei07tLg 
#lilwayne #weezy #velvet #funeral #liltunechi #rap…",FALSE,0,,2018-07-09 20:38:45,FALSE,,"1016421421688545280",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","KagisoSeitshok1",5,TRUE,FALSE,,
"Tu je všetko, co zatial vieme o [už asi milión rokov] chystanom albume #CarterV <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> • Cítajte viac <U+27A0>… https://t.co/wStLkuzL1J",FALSE,0,,2018-07-09 18:30:23,TRUE,,"1016389115754016768",,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","indievidual016",0,FALSE,FALSE,,
"RT @onherdafrica: <U+26A1>RT!
<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Best Pick: \"Corazon\" by @MaitreGIMS ft @LilTunechi x @FrencHMonTanA
•
#onherd #music #Corazon #MaitreGIMS #LilWayne…",FALSE,0,,2018-07-09 02:18:21,FALSE,,"1016144497691021313",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","happy_kid_za",95,TRUE,FALSE,,
"RT @Stardom101Mag: This @therealswizzz album sounds like it's gonna be a problem <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #LilTunechi <ed><U+00A0><U+00BC><ed><U+00BE><U+00A4> https://t.co/sY1ksK1h8X",FALSE,0,,2018-07-08 04:21:23,FALSE,,"1015813070298501121",,"<a href=\"https://roundteam.co\" rel=\"nofollow\">RoundTeam</a>","FirstNightArt",1,TRUE,FALSE,,
"This @therealswizzz album sounds like it's gonna be a problem <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #LilTunechi <ed><U+00A0><U+00BC><ed><U+00BE><U+00A4> https://t.co/sY1ksK1h8X",FALSE,2,,2018-07-08 03:51:59,FALSE,,"1015805670753529856",,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","Stardom101Mag",1,FALSE,FALSE,,
"RT @onherdafrica: <U+26A1>RT!
<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Best Pick: \"Corazon\" by @MaitreGIMS ft @LilTunechi x @FrencHMonTanA
•
#onherd #music #Corazon #MaitreGIMS #LilWayne…",FALSE,0,,2018-07-08 03:48:48,FALSE,,"1015804869679173634",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Zeze11448743",95,TRUE,FALSE,,
"RT @onherdafrica: <U+26A1>RT!
<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Best Pick: \"Corazon\" by @MaitreGIMS ft @LilTunechi x @FrencHMonTanA
•
#onherd #music #Corazon #MaitreGIMS #LilWayne…",FALSE,0,,2018-07-08 00:46:52,FALSE,,"1015759085457854465",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Brittniemartri5",95,TRUE,FALSE,,
"RT @onherdafrica: <U+26A1>RT!
<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Best Pick: \"Corazon\" by @MaitreGIMS ft @LilTunechi x @FrencHMonTanA
•
