"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:37:59,FALSE,,"1016874210898206721",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ivanbtes",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:37:30,FALSE,,"1016874088801939456",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","McSulio",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:34:29,FALSE,,"1016873331214241793",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","xysmiler",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:34:07,FALSE,,"1016873240306814977",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JudykGlick2",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:30:38,FALSE,,"1016872362577354753",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Tsubasa1126jp",566,TRUE,FALSE,,
"#mileycyrus 
#mileycyrusplease 
#miley 
#cyrus 
#mileyraycyrus 
#destinyhopecyrus
#tishcyrus 
#cantbetamed… https://t.co/CEJPydARm3",FALSE,1,,2018-07-11 02:29:40,TRUE,,"1016872120024854528",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","MileyCy75017819",1,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:28:35,FALSE,,"1016871846220894208",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","_YaninaMartinez",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:25:34,FALSE,,"1016871089669099520",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mileyspams",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:23:38,FALSE,,"1016870599577292801",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Selenator199233",566,TRUE,FALSE,,
"@MileyCyrus is being too quiet on social media, waiting for new music #MileyCyrus",FALSE,0,"MileyCyrus",2018-07-11 02:23:06,FALSE,,"1016870467204939776","268414482","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","GramCracker32",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:18:09,FALSE,,"1016869219336708097",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RomiValenzuelaQ",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:17:06,FALSE,,"1016868958518042624",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Ladyzayn4",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:16:49,FALSE,,"1016868884417089536",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Stephxaly",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:13:57,FALSE,,"1016868164041302016",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","Mc7Coming",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:10:56,FALSE,,"1016867403635085312",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","miles_damion",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:10:12,FALSE,,"1016867222386565122",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ashleymcafee203",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:09:38,FALSE,,"1016867078018600960",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","WingsAnn",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:08:25,FALSE,,"1016866771297603585",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","priscila_zapana",566,TRUE,FALSE,,
"RT @LaurenMayberryF: #NowPlaying \"Wrecking Ball\" (Miley Cyrus cover) by @laurenevemay! https://t.co/YPX207owYW

#LaurenMayberry #CHVRCHES #…",FALSE,0,,2018-07-11 02:07:51,FALSE,,"1016866630985568258",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ChvrchesIsLife",0,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:07:38,FALSE,,"1016866575503241218",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Anabm9Anabm10",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:06:17,FALSE,,"1016866235148046338",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Francisco_Omc",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:05:02,FALSE,,"1016865918188687366",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","DaniielaaS",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:04:22,FALSE,,"1016865754304729088",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","SmilingtoMiley",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:03:54,FALSE,,"1016865635765284868",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","cyrusftmmzz",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:03:23,FALSE,,"1016865504328409088",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","agustinazarok",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:03:19,FALSE,,"1016865487542784000",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","1sun_Cyrus",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:03:18,FALSE,,"1016865486099943424",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","smiler_fearless",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:01:09,FALSE,,"1016864942320967680",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ijess2589",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:00:01,FALSE,,"1016864656499961856",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","LailaJuaregui",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:58:53,FALSE,,"1016864373934120960",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Nekros972",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:58:30,FALSE,,"1016864275728609280",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","silvermommie88",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:58:16,FALSE,,"1016864215913652224",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","CabelloMiley20",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:57:38,FALSE,,"1016864058069274624",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Soonotic",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:53:17,FALSE,,"1016862963037159424",,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","raemainzer",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:52:56,FALSE,,"1016862874927497220",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","demzswifft",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:51:22,FALSE,,"1016862481409593344",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","KattyCastilloC",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:50:18,FALSE,,"1016862210897928192",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mtpinheiro0",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:49:18,FALSE,,"1016861959218712576",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","bahsouleymane94",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:47:07,FALSE,,"1016861409852960768",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JanetsServant",566,TRUE,FALSE,,
"RT @_mileystyle_: <U+26A1><U+FE0F>Throwback<U+26A1><U+FE0F>
Miley Cyrus at Vancouver International Airport
December 16, 2015
#MileyCyrus #StreetStyle #Miley #Throwback…",FALSE,0,,2018-07-11 01:46:40,FALSE,,"1016861298443931648",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","andreajamie13",11,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:44:57,FALSE,,"1016860867953119232",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","UrielFonseca9",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:41:37,FALSE,,"1016860027175428097",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NyaiWaringin",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:40:16,FALSE,,"1016859688619528192",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AGNation16",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:37:05,FALSE,,"1016858886161272832",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","lastgodbye",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:34:30,FALSE,,"1016858238006935553",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","aMICYfan",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:31:49,FALSE,,"1016857563067965442",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Haelysan_Lins",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:29:06,FALSE,,"1016856875403374593",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CyrusIsMyVirus",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:28:55,FALSE,,"1016856833154166784",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","toxicmanoban",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:28:40,FALSE,,"1016856768738091008",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","learnhoregi",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:28:12,FALSE,,"1016856650077081606",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","shaymbae",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:27:14,FALSE,,"1016856407247745025",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Kordeinyte",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:26:26,FALSE,,"1016856205237551106",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TwerkTheCyrus",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:25:48,FALSE,,"1016856045862445056",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","arimanibey",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:25:44,FALSE,,"1016856029500329984",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lovelybtsxo",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:23:15,FALSE,,"1016855405199323136",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","_lowkeyjames",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:23:04,FALSE,,"1016855359913201664",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","AronNickk",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:22:26,FALSE,,"1016855199753887750",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","pilot991",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:20:22,FALSE,,"1016854680700407808",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","llumoretti",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:20:04,FALSE,,"1016854605098029061",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Fariadiiego",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:19:01,FALSE,,"1016854340592635904",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","EverythingIsSia",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:18:33,FALSE,,"1016854221629554689",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","mileyoutpeaked",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:17:55,FALSE,,"1016854061583425536",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","msleamixer",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:16:51,FALSE,,"1016853793990959111",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","seIenagomezmv",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:15:16,FALSE,,"1016853394177253376",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","iasam0220",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:14:54,FALSE,,"1016853302787616768",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Olivia91483183",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:14:36,FALSE,,"1016853230024839168",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","kingjasf",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:14:36,FALSE,,"1016853229424918528",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","iRespectMiley",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:14:33,FALSE,,"1016853216221229056",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","them_tipsters",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:14:20,FALSE,,"1016853162936987649",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nikkiib0w",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:12:55,FALSE,,"1016852806114955264",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AriSweetMoonli1",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:12:10,FALSE,,"1016852617018814465",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","gomezftjulia",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:12:02,FALSE,,"1016852582105538560",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","chinasuare_euge",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:10:26,FALSE,,"1016852177934082049",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mariahobese",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 01:09:38,FALSE,,"1016851976796057601",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","pop_mostwanted",566,TRUE,FALSE,,
