"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 05:00:14,FALSE,,"1016910010259996673",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jileyounger",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:47:52,FALSE,,"1016906900049448967",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","cameronmonster",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:43:22,FALSE,,"1016905766677012480",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ZendayaCentral",566,TRUE,FALSE,,
"RT @jessechambers: I totally agree. The double f**king standard lives in! Boys are ‘rebels’ &amp; girls are called ‘sluts.’ SO unfair!!! #Miley…",FALSE,0,,2018-07-11 04:42:16,FALSE,,"1016905488825372672",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Mileygend1992",5,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:31:04,FALSE,,"1016902672207654913",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jadetoxics",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:30:46,FALSE,,"1016902594344706049",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","BeautyBeats94",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:28:32,FALSE,,"1016902035252207616",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","teejaay632",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:27:20,FALSE,,"1016901731291222016",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","saartorijr",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:26:31,FALSE,,"1016901524033683457",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","dannyyy_99",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:25:50,FALSE,,"1016901354906767360",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","XinranSmiler",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:19:06,FALSE,,"1016899660882087937",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","babetinashe",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:17:14,FALSE,,"1016899187731025920",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","smilervampy",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:15:37,FALSE,,"1016898780673654785",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","badbitchkaty",566,TRUE,FALSE,,
"—Ayer, 09 de Julio fue el cumpleaños de @mitchelmusso, más conocido como 'Oliver', el amigo de Miley en la serie Ha… https://t.co/Ra3rHMVzvU",FALSE,0,,2018-07-11 04:09:41,TRUE,,"1016897290072657920",,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","HechosMMCC",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:09:15,FALSE,,"1016897182098690048",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","paalvim",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:07:21,FALSE,,"1016896701922271233",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","mariomsor",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:06:33,FALSE,,"1016896501002448897",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CyrusCouturexx",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:04:34,FALSE,,"1016896002060636161",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Por_Ti_7",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 04:01:35,FALSE,,"1016895251708030976",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","mileyandramente",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:54:48,FALSE,,"1016893545645559813",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NetoRayCyrus",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:54:37,FALSE,,"1016893499193602050",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","LSsweetJergi",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:51:34,FALSE,,"1016892732214857738",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","00OPO",566,TRUE,FALSE,,
"RT @jessechambers: SO cool! #Miley is a great #model too. <U+2728><U+2728><U+2728><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>#Miley #MileyCyrus #Smilers #MarcJacobs #fashion https://t.co/87n2QdrO…",FALSE,0,,2018-07-11 03:51:00,FALSE,,"1016892589121761280",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","NauraRania",3,TRUE,FALSE,,
"RT @jessechambers: SO cool! #Miley is a great #model too. <U+2728><U+2728><U+2728><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>#Miley #MileyCyrus #Smilers #MarcJacobs #fashion https://t.co/87n2QdrO…",FALSE,0,,2018-07-11 03:47:27,FALSE,,"1016891694275538945",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sleepwmc",3,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:43:56,FALSE,,"1016890809013161984",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","azulvaleriaMR",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:42:12,FALSE,,"1016890371224158208",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","omgsiss",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:34:49,FALSE,,"1016888516154830848",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Johnny82470",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:34:30,FALSE,,"1016888435917971456",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","renatomoorish",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:33:51,FALSE,,"1016888272604233728",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Takemeaalong",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:32:15,FALSE,,"1016887868390805504",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","GloriousGirIs",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:31:10,FALSE,,"1016887594666332160",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","smiley_milly4",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:25:47,FALSE,,"1016886243106230272",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MusicFreakJiley",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:24:39,FALSE,,"1016885955125501954",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","cyruscriminaI",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:22:48,FALSE,,"1016885492300648448",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","ToriseMisifos10",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:19:47,FALSE,,"1016884731495972865",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","IGGYLIFE",566,TRUE,FALSE,,
"Cool! #Miley #MileyCyrus #BitchIsBack #MileyForVMAs <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><U+2728><U+2728><U+2728> https://t.co/uhV79QLilJ",FALSE,2,,2018-07-11 03:16:42,FALSE,,"1016883957483343873",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:15:57,FALSE,,"1016883766789394433",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","pandicornioP16",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:15:50,FALSE,,"1016883736279961600",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","yieyo310",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:15:14,FALSE,,"1016883586585116672",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","itsgucciguilty",566,TRUE,FALSE,,
"Yes yes YES! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>#Miley #MileyCyrus #MileyForVMAs #Smilers https://t.co/HUj6wFO9I7",FALSE,2,,2018-07-11 03:14:56,FALSE,,"1016883510441906177",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",0,FALSE,FALSE,,
"I... totally... ADORE her! She’s my HERO! <U+2728><U+2728><U+2728><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>#Miley #MileyCyrus #Smilers #MileyForVMAs <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>… https://t.co/gYstyKDczr",FALSE,1,,2018-07-11 03:13:50,TRUE,,"1016883236344131584",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:12:49,FALSE,,"1016882976997756929",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mileyrises",566,TRUE,FALSE,,
"—#578: 'Malibu' ha alcanzado 330 MILLONES de reproducciones en Spotify. ¡Ésta es la tercera canción de Miley para a… https://t.co/u0wTbeib04",FALSE,0,,2018-07-11 03:09:44,TRUE,,"1016882201139572736",,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","HechosMMCC",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:08:06,FALSE,,"1016881790882144256",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","squealingsnake",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:08:04,FALSE,,"1016881784754196481",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mildewcyrus",566,TRUE,FALSE,,
"RT @wearepartizan: | BRANDED | 
New from @MichelGondry, “Forever Chuck For Every Miley” Featuring @MileyCyrus for @Converse #AllStars #Mile…",FALSE,0,,2018-07-11 03:07:20,FALSE,,"1016881598120316928",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","WingsAnn",5,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:05:15,FALSE,,"1016881074763386881",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MEVYB",566,TRUE,FALSE,,
"RT @wearepartizan: | BRANDED | 
New from @MichelGondry, “Forever Chuck For Every Miley” Featuring @MileyCyrus for @Converse #AllStars #Mile…",FALSE,0,,2018-07-11 03:04:58,FALSE,,"1016881003011420160",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Ominous_Cackle",5,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:02:03,FALSE,,"1016880267506544641",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","NrSyida",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 03:01:49,FALSE,,"1016880211613376514",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","HetkeKyleigh",566,TRUE,FALSE,,
"RT @jessechambers: SO cool! #Miley is a great #model too. <U+2728><U+2728><U+2728><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>#Miley #MileyCyrus #Smilers #MarcJacobs #fashion https://t.co/87n2QdrO…",FALSE,0,,2018-07-11 03:01:29,FALSE,,"1016880127496605701",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ItsMileywood",3,TRUE,FALSE,,
"RT @jessechambers: I totally agree. The double f**king standard lives in! Boys are ‘rebels’ &amp; girls are called ‘sluts.’ SO unfair!!! #Miley…",FALSE,0,,2018-07-11 02:59:50,FALSE,,"1016879709731393536",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ItsMileywood",5,TRUE,FALSE,,
"SO cool! #Miley is a great #model too. <U+2728><U+2728><U+2728><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>#Miley #MileyCyrus #Smilers #MarcJacobs #fashion https://t.co/87n2QdrOCF",FALSE,2,,2018-07-11 02:57:41,FALSE,,"1016879172013182976",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",3,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:56:38,FALSE,,"1016878905997844480",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Juleka53134317",566,TRUE,FALSE,,
"I totally agree. The double f**king standard lives in! Boys are ‘rebels’ &amp; girls are called ‘sluts.’ SO unfair!!!… https://t.co/vgjKZLZ8pQ",FALSE,18,,2018-07-11 02:55:29,TRUE,,"1016878614774714368",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",5,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:55:07,FALSE,,"1016878522059681792",,"<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for i<U+039F>S</a>","xMC_1",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:54:46,FALSE,,"1016878434046242816",,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>","Cyrus_Slayrus",566,TRUE,FALSE,,
"Yaaaassss!!! I LUV it when she grows her pretty hair!!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>#Miley #mileycyrus #Smilers https://t.co/NluppmM6DM",FALSE,2,,2018-07-11 02:53:15,FALSE,,"1016878052750647297",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:52:14,FALSE,,"1016877797522984960",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KayMileyy",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:52:03,FALSE,,"1016877752383868928",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","isabellatics",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:51:30,FALSE,,"1016877613305008129",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MILEYP1OLA",566,TRUE,FALSE,,
"Totally! Well said @eboy94 #Miley #MileyCyrus #Smilers <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/kvndyoAUY2",FALSE,2,,2018-07-11 02:50:46,FALSE,,"1016877428185227265",,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jessechambers",0,FALSE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:45:34,FALSE,,"1016876118962589696",,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","fadabritney1",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:42:15,FALSE,,"1016875285688528896",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Mileyyeithe",566,TRUE,FALSE,,
"RT @Fresh1027NY: Which do you wanna hear?!! RT for #MileyCyrus \"Party In The USA\", LIKE for #CamilaCabello \"Havana\"! ~@MikeAdamOnAir https:…",FALSE,0,,2018-07-11 02:38:38,FALSE,,"1016874374308212736",,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","info_lowe",566,TRUE,FALSE,,
